transliteration,translation,source
sú-in-na-da a-na PUZUR4-a-šur i-na pu-ru-uš-ha-dim iṣ-ba-at-ni-a-tí-ma um-ma sú-in-na-da-ma a-na PUZUR4-a-šur 0.5 ma-na,"Suen-nādā seized us against Puzur-Aššur in Purušhaddum, and Suen-nādā said to Puzur-Aššur: I gave you 0.5 mina 2 shekels of silver.",train_split
iš-pu-na-ah-šu ù šu-pí-ú-ma-an qá-ta-tum,Išpunaḫšu and Šuppi-uman are the guarantors.,sentence_word_index
ša ki-ma ku-li-a DUMU a-lá-bi4-im a-na a-šùr-e-mu-qí DUMU šu-ra-ma iṣ-ba-at-ni-a-tí-ma,"Aššur-emūqī answered: If I have made an agreement with the creditors of my brother Bēlum-bāni and have taken silver, or have taken anything wherever silver of Bēlum-bāni is available, I will pay all the silver that my brother Bēlum-bāni owes to Kuliya, son of Ali-abum.",train_split
ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er šu-a-šur DAM.GÀR i-šu,Šū-Aššur owes the merchant 1 mina refined silver.,sentence_word_index
e-lá-ma ki-ta-a i-bé-el,He is held by the silver.,train_split
a-na MAR.TU-ba-ni ṣí-lu-lu ku-zi-zi-a ù a-šùr-dan qí-bi-ma um-ma ša-lim-a-šùr-ma a-na ku-zi-zi-a qí-bi-ma a-dí ší-ni-šu ú ša-lá-ší-šu tí-ir-tí a-na a-limki i-li-kà-ma um-ma a-na-ku-ma,"To Amurrum-bāni, Ṣilulu, Kuziziya and Aššur-dan from Šalim-Aššur; specifically to Kuziziya: two or three times I sent word to the City, saying about the textiles that Pilah-Ištar's representatives and Adad-rabi son of Buzi have been buying in the City - I said: ""The textiles that are deposited in haraba, remove them personally."" But you, you left my textiles for me.",train_split
um-ma la-ma-sí-ma a-na a-la-hi-im qí-bi4-ma mì-šu ša ta-áš-pu-ra-ni um-ma a-ta-ma a-ma-kam a-na KÙ.BABBAR 1 GÍN e-né-ki a-hi-e-iš ra-ki-is gap - gap -IŠTAR e úṣ-ri-ma e tù-úṣ-a-am ke-e a-bi4-i i-na re-ší-a i-ze-zi-im ù qá-qí-dí-a na-ṣa-ri-im e-zi-ba-ši a-na-ku KÙ.BABBAR 1 GÍN e-né-a a-na-ší-ma ù ú-ša-ra-ší gap gap gap kà tù-kà lá ta-ša-kán lá ú-ša-ra-ší mì-šu-um a-ma-kam um-ma kà-lá-na-šar a-hu-kà É a-bi4-ni a-na ha-lu-qí-im i-tí-zi-iz a-pu-tum i-hi-id i-ša-ha-at ra-bi4-ṣí-im ša ki-ma e-dí- gap -a-ša i-zi-za-ma KÙ.BABBAR ša li- gap - gap -nu gap gap gap gap gap dí-na-šu-nu-ma gap gap a-bi4-ni e gap gap ma-lá a-ta ú gap gap,"From Lamassī to Ali-ahum: Why have you written me as follows: Your eyes are fixed together on every shekel of silver. Do not guard big_gap -Ištar lest she leaves to come here."" Certainly, my father left her to assist me and guard my life. Should then I covet a single shekel of silver and then release her? You will not place big_gap and I shall not release her. Why does Kalanašar say there: ""Your brother stood ready to destroy our father's house?"" Urgent, pay attention, stand by the attorney, big_gap 's representative, and big_gap the silver that big_gap """,original_document
um-ma bé-li-a-ma a-na en-um-a-šur ù lá-qé-ep a-na lá-qé-ep qí-bi-ma 8 ma-na KÙ.BABBAR ṣa-ru-pá-am ni-is-ha-sú DIRI ša-du-a-sú ša-bu KÙ.BABBAR ša DAM.GÀR ša a-na ší-a-ma-tim IGI DU10-a-hi ù IGI lá-qé-ep DUMU MAN-ša-du-e a-dí-na-ku-ni tám-kà-ru-um en-um-a-šur lu-qú-tám ma-lá ta-áš-a-ma-šu-ni a-na en-um-a-šur DUMU ša-lim-a-šur dí-in-ma tí-ir-ta-ku-nu le-zi-ba-am,"From Bēliya to Ennam-Aššur and Lā-qēp; specifically to Lā-qēp: As to the 8 minas of refined silver - its import duty added, its transport tariff paid - silver belonging to a merchant, that I gave you for purchases with Ṭāb-ahi and Lā-qēp son of Puzur-šadūʾe as witnesses - the merchant is Ennam-Aššur. Any goods you have bought for him you must give to Ennam-Aššur son of Šalim-Aššur, and let him leave me a message from you plural.",original_document
ku-nu-ku-ú-a ba-am 3 lu ni-iṣ-ba-at-ma a ma-lá ta-ah-sí-sá-tim ša i-na ku-nu-ki-ni kà-an-kà-ni lu ni-iz-ku ma-lá KÙ.BABBAR a-bu-ni i li-bi-a ú i li-bi4-kà i-dí-ú-ma ṭup-pá-am a-bu-ni e-zi-bu-ma ṭup-pá-am um-me-a-nu a-bi-ni ú-kà-i-lu-ni-ma i-na IGI kà-ri-im ṣa-hi-ir GAL iš-ku-nu-šu-ma kà-ra-am a-na ra-bi4-ṣí-im ip-qí-du-ni,"As much silver as our father set down as owed by me and by you, and concerning which our father left a tablet and our father's investors held the tablet, which they deposited before the plenary assembly of the colony, and which the colony entrusted it to an attorney - come on, even today let us agree how much silver we are booked for in that tablet, let us seal it in accordance with the verdict of the City, and let us go to the City.",train_split
sà-he-er-tám a-na pá-ni a-na ha-hi-im šé-bi4-lam mì-šu ša áš-ta-na-me-ú-ma am-tí a-dí-ni i-na wa-áš-ha-ni-a,Why is it that I keep hearing that my maid is still staying in Wašhaniya and that you keep silent about it?,train_split
a-na ì-lí-ba-ni ù ku-li-a a-na ì-lí-ba-ni qí-bi-ma um-ma a-šùr-e-nam-ma 0.83333 ma-na KÙ.BABBAR i-na ša-lá-tí-wa-ar ku-li-a ku-nu-ki-šu i-dí-nam a-na wa-ah-šu-ša-na a-na ṣé-ri-kà ub-lam-ma um-ma a-na-ku-ma KÙ.BABBAR le-qé-ma ša-du-a-tám ša a-šu-mì ku-li-a ša ta-pu-lu šu-qú-ul um-ma a-ta-ma ke-na KÙ.BABBAR a-pu-ul ku-nu-ki ša a-hi-kà IGI a-šùr-lá-ma-sí DUMU a-šur-ma-lik ù šu-iš-ha-ra DUMU i-na-sú-in li-me-e áp-qí-da-kum mì-nam a bé-et a-bi-a al-qé-ma a-hu-kà i-tù-ra-am i-na al tí-im-ni-e IGI ú-zu-a DUMU ku-ku-lá-nim ù i-na-sú-en6 DUMU i-dí-a-bi4-im ta-aṣ-bi4-tí-ma um-ma a-ta-ma i-nu-mì KÙ.BABBAR ku-nu-ki ša a-hi-a ta-dí-na-ni ma-nu-um li-mu-um um-ma a-na-ku-ma lá a-šùr-lá-ma-sí ú šu-iš-ha-ra li-mu-ú ù ma-ah-ri-šu-nu-ma KÙ.BABBAR ku-nu-ki ša a-hi-a áp-qí-da-kum,"To Ilī-bāni and Kuliya, to Ilī-bāni in particular say, this is what Aššur-ennam says: In Šalatiwar Kuliya gave me 0.83333 mina of silver under his seal. I brought it to Wahšušana to you and I said to you: Take this silver and pay with it the -tax on behalf of Kuliya, as you promised."" You answered: ""Indeed, I did promise to pay the silver."" In the presence of Aššur-lamassī, son of Aššur-mālik, and Šū-Išhara, son of Enna-Suen, the big_gap , I entrusted it to you under the seals of your brother. What did my paternal house that your brother came back on me? In Al-Timniyē, in the presence of Uzua, son of Kukulānum and Enna-Suen, son of Iddin-abum, you seized me, saying: ""When you gave me the silver with my brother's seal, who was then m?"" I answered: ""Were Aššur-lamassī and Šu-Išhara not ? And it was in their presence that I entrusted you the silver with my brother's seals.""""",original_document
kà-ru-um e-mu-uq-šu,The colony is his authority.,sentence_word_index
lu a-mur-IŠTAR ša-zu-úz-tí pu-šu-ke-en6 i-zi-iz,Amur-Ištar stood as the legal representative of Pūšu-kēn.,sentence_word_index
a-na ta-ʾi-tim ša-pí-ir 2-ší-na mu-qá-ri-bé dí-na-šu-ma kà-ru-um a-na,Give him two escorts and thus each colony must convey him to the next colony.,train_split
iš-ra-am ku-a-tí 1 iš-ra-am a-na gap 4,"1 belt for you, 1 belt for big_gap",sentence_word_index
ú-lá ha-ri-im,The Kanesh colony will render a verdict concerning silver and gold.,train_split
ma-na KÙ.BABBAR mì-ma i-na,"Also, I have listened to the orders of the palace here.",train_split
a-na ša ki-ma i-a-tí qí-bi-ma a-ma-kam a-šur-ták-lá-ku pí-šu li-ip-té-ma gap ma-na LÁ 1 GÍN KÙ.BABBAR ša-áš-qí-lá-šu lá ta-ga-mì-lá-šu 5 broken lines big_gap ma-na big_gap -i-dí DUMU lá+lá- big_gap KÙ.BABBAR 10 ma-na big_gap -ba-ni ha-ra-an big_gap big_gap -a na-ší,"Say to my representatives: ""Here Assur-taklaku should make a statement and then make him pay gap mina minus 1 shekel of silver. Have no consideration with him!""",original_document
um-ma a-na-ah-IŠTAR-ma a-na áb-ša-lim qí-bi4-ma ší-it-ra-am ša tù-šé-bi4-li-ni a-šur-dUTU-ši ší-im-šu KÙ.BABBAR ú-šé-bi4-lá-ki-im am-tám a-ma-kam ša-li-ší a-we-lam ší-it tí-de8-e ša KÙ.BABBAR ub-lá-ni a-na-ku a-na-kam a-we-lam aṣ-ba-at-ma um-ma a-na-ku-ma am-tám a-na me-er-i-tí-a ša-am um-ma šu-ut-ma i kà-ni-iš a-ša-am šu-ma lá iš-a-ma-ki-AM tí-ir-tí-ki li-li-kam 3 GÍN KÙ.BABBAR a-na mu-tí-ki a-dí-in i-dí-na-ki-im lá i-dí-na-ki-im um-ma ha-tí-tum-ma a-na áb-ša-lim qí-bi4-ma ší-it-ra-am ša Ì-lí-uṣ-ra-ni tù-šé-bi4-lá-ni 3 GÍN KÙ.BABBAR ší-im-šu i-dí-dUTU na-áš-a-ki-im um-ma a-na-ah-IŠTAR-ma a-na áb-ša-lim qí-bi4-ma 1 GÍN KÙ.BABBAR i-dí-dUTU na-áš-a-ki-im šál-ma-ni ṭup-pá-am ša tù-šé-bi4-li-ni ú-lá za-ku mì-ma ú-lá ni-iš-me,"From Anah-Ištar to Ab-šalim: As for the undergarment that you sent, Aššur-šamšī sent you its price in silver. Ask the maid there if she knows the man who brought the silver. I personally seized the man here, saying: Buy a slave-girl for my daughter!"" He answered: ""I shall buy one in Kanesh."" Send me word if he has not bought one. I gave 3 shekels of silver to your husband. Did he or did he not give it to you? From hadītum to Ab-šalim: As for the undergarment that you sent with Ilī-uṣrannī, Iddin-Šamaš brings you 3 shekels of silver, its price. From Anah-Ištar to Ab-šalim: Iddin-Šamaš brings you 1 shekel of silver. We are well. The tablet you sent was not cleared. We have heard nothing.""",original_document
li-bi4 lá tù-lá-ma-an,Do not anger me!,sentence_word_index
43 ha-am-ša-tim i-ša-qal šu-ma i-ma-lá u4-me-šu lá iš-qúl 1.5 GÍN.TA i ITU.KAM a-na 1 ma-na-im ú-ṣa-áb 5.66666 ma-na 5 GÍN,"If he has not paid at the completion of his term, he must add interest at the rate 1.5 shekel per month per mina. 5.6666 minas 5 shekels belong to Aššur-emūqī.",train_split
a-ni-a-tim ta-ša-pá-ra-am a-šùr ù {d}NIN.ŠUBUR li-ṭù-lá i-na qá-tí-a ú-lá-qí-it-ma 3.5 ma-na 4 GÍN KÙ.BABBAR ṣa-ru-pá-am a-na ni-ip-lá-tí-a ša 16 ma-na.TA lu áš-qú-ul,"Also, instead of sending these angry messages, let Aššur and Ilabrat be my witnesses that I have scraped together what I had in my possession, and that I did pay 3 1/2 minas 4 shekels of refined silver for my balance payment, amounting to 16 minas each.",sentence_word_index
KÙ.BABBAR ga big_gap gap ma-na KÙ.BABBAR gap ša-da-ah-šu,"When Abuwa lived here and I sent hudu-bēlī with him to the City, both here and on the journey big_gap 0.6666 minas of silver was spent. 7 minas of copper and 3 shekels of silver for his small goods, 3 shekels of silver big_gap",train_split
GÍN qá-qá-dum ik-šu-sú ta-ší-a-at 10 TÚG.HI.A wa-at-ru-tim 1.5 ma-na AN.NA il5-qé 0.5,"As costs of transport of 10 extra textiles he the harnesser took 1.5 mina of tin, 0.5 mina of silver was his working capital.",train_split
ší-im ṣú-ba-tí-a i-kà-na-ku-nu-tí tí-ir-ta-ak-nu li-li-kam a-hu-a a-tù-nu a tí-ir-tí i-hi-da ša-áš-hi-ta-a šu-ma 0.5 GÍN.TA,"As to the tablets concerning Anatolians that I also left with you, make them pay the silver, and then let Ali-ahum take it.",train_split
i-na 16.83333 ma-na hu-sà-ri-im ša ik-ri-bi ša a-šùr SAG.BA 1 ma-na 5.5 GÍN a-na i-tur4-DINGIR a-dí-in-ma a-na ší-a-ma-tim a-na tí-me-el-ki-a a-la-ba-am ú-šé-bi-il5 2 ma-na 15.5 GÍN a-na ší-a-ma-tí-ma DAM.GÀR a-na šu-IŠTAR DUMU šu-ki-tim i-dí-in ší-tí hu-sà-ri-im 13.33333 ma-na 9 GÍN iš-tí en-um-a-šùr i-ba-ší,"Of the 16 ⅚ minas of lapis lazuli from the votive offerings for Aššur, thereof I gave 1 mina 5 ½ shekels to Itūr-ilī and he sent Ali-abum to Timelkiya to make purchases. The merchant gave 2 minas 15 ½ shekels, also for purchase, to Šu-Ištar son of Šukkutum. The rest of the lapis lazuli, 13 ⅓ minas 9 shekels, is with Ennam-Aššur.",original_document
DUMU ku-ku-ra-nim a-dí-in IGI kàr-ri-a ša É sú-kà-li-a,Witnessed by Karriya from the family of Sukkalliya.,train_split
7 ta-ma-lá-ke ša ṭup-pé a-na šu-be-lim ni-a-im e-zi-ib 1 DUB ša 2 GÚ 40 ma-na URUDU ṣa-lá-mì-im ša-ni-um ṭup-pu-um ša 15 ma-na URUDU SIG5 ša hu-bu-ul en-na-sú-en6 1 ṭup-pu-um ša 23 ma-na URUDU SIG5 ša hu-bu-ul a-šur-ANDUL ù dí-dí-a mì-ma a-nim a-na šu-be-lim e-zi-ib IGI i-šu-hi-im DUMU gap -mì-im IGI a-sà-nim DUMU šu-be-lim,"Seven boxes with tablets I left behind to our Šu-Bēlum. One tablet for 2 talents and 40 minas of black copper, a second tablet for 15 minas of refined copper, being the debt of Ennam-Suen, one tablet for 23 minas of refined copper being the debt of Aššur-ṣulūlī and Didiya. All this I left behind to Šu-Bēlum. In the presence of Išuhum, son of big_gap mum, and of Asānum, son of Šu-Bēlum.",original_document
i-šar-be-lí ṣú-ha-ri iš-tí ás-qú-dim wa-ša-áb,Išār-bēlī my youth is with Asqudum.,sentence_word_index
ma-na 1 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er a-šur-ma-lik DUMU er-ra-a DAM.GÀR-ru-um i-šu,Aššur-mālik s. Errāya owes the merchant 1 2/3 minas 1 shekel refined silver.,sentence_word_index
DUMU i-ku-nim a-na a-šùr-mu-ta-bi-il5 qí-bi-ma šu-ma KÙ.BABBAR lá iš-ta-qal na-áš-pè-ra-tim ta-ga- gap gap -tí,"To Aššur-muttabbil: If he has not paid the silver, then you must big_gap the missives.",train_split
áš-ta-na-pár-šu-ma té-er-tù-šu-ma lá i-tù-ra-am,"I am continually writing to him, but his reports do not return.",sentence_word_index
qí-bi-ma a-wa-tí-kà ša É sà-ba-sí-a qá-du-um ša u4-mu-kà ša-ak-nu-ni ni-ig-mu-ur-ma,"And in addition to the silver and gold you had left behind we borrowed 1.3333 mina from Ṭāb-Aššur, son of Ṭāb-ilī, at an interest of 7 shekels per mina.",train_split
a-hu-a-a a-tù-nu kà-ra-am mu-ùh-ra-ma šé-ṣí-a-ni-šu big_gap a ma-lá ṭup-pì-im a-ni-im KÙ.BABBAR i-ša-qá-lá-am,"My dear brothers, confront the colony, have him brought out so he pays the silver in accordance with this letter;",sentence_word_index
ha-ra-nam ú-qá a-ma-kam KÙ.BABBAR ú ší-a-ma-tí-šu a-na en-um-a-šur šu-qúl,Pay the silver or the goods bought with it there to Ennam-Aššur.,train_split
u-šu-ru a-hi a-ta i-hi-id-ma AN.NA ù TÚG.HI.A a-na KÙ.BABBAR ta-e-er-ma ù i-na ba-ab-tí-a KÙ.BABBAR 10 ma-na ša-áš-qí-lá-ma KÙ.BABBAR šé-bi-lam-ma a-mu-tám ù hu-sà-ra-am lu-šé-ṣí-a-ma ki-ma i-na ba-ab É.GAL-lim gap gap gap ma-na ṣú-ba-tám ta- big_gap big_gap gap gap gap gap -tim a-ni-ša-am li-ta-al-ku-nim gap gap,"My dear brother, take care to convert the tin and textiles to silver and then have some 10 minas of silver from my outstanding claims paid, and send me the silver so I can take out the iron and the lapis lazuli, and since in the palace gate big_gap they should come here. big_gap of others big_gap",train_split
GÍN iš-tí i-lá-li-iš-kán na-pá-hi-im,"My dear brothers, their terms are overdue.",train_split
i-hi-id-ma i {d}UTU-ši ṭup-pì-i ta-ša-me-ú šu-pur-ma AN.NA-ki ma-lá ta-le-e-ú lu-šé-ri-bu-nim-ma pá-ni-a-ma áb-kam,"My dear father and lord, take care so that you you send it on the day that you read my letter, send as much of my tin as you can and dispatch them with the first caravan.",sentence_word_index
né-pí-šum 20 ma-na KÙ.BABBAR ni-is-ha-sú DIRI a-na um-me-a-ni-a 10 ma-na KÙ.BABBAR ni-is-ha-sú DIRI ša ša-al-gap a-na ša ki-ma i-a-tí 1 né-pí-šum 10 ma-na KÙ.BABBAR ni-is-ha-sú DIRI KÙ.BABBAR ša DAM.GÀR a-na ša-lim-a-hi-im 1 né-pí-šum 11.83333 ma-na 0.16666 GÍN KÙ.BABBAR ša šu-hu-bur 1 né-pí-šum 4 ma-na KÙ.BABBAR ša {d}NIN.ŠUBUR-ba-ni a-na ša-lim-a-hi-im 1.5 ma-na KÙ.BABBAR ni-is-ha-sú DIRI ù 6.16666 GÍN KÙ.GI ni-is-ha-sú DIRI a-na lá-ma-sí mì-ma a-nim a-na ú-ra-ni ap-qí-id ša-du-a-sú ša-bu 10 GÍN KÙ.BABBAR a qá-tí-šu a-dí-in 5 GÍN a pá-šu-ri 2 GÍN a-ha-ma a-dí-šum 0.33333 ma-na SÍG.HI.A a-dí-šu-nu-tí IGI PUZUR4.IŠTAR DUMU a-šur-ma-lik IGI šu-sú-en6 DUMU šu-hu-bur,"1 sack: 20 minas silver, its excise added for my investors, 10 minas silver, it's excise paid for purchases??? to my representatives.",sentence_word_index
a-hi-šu la i-tù-ru šu-ku-bu-um a-na kà-ni-iš,"Later on Šu-Bēlum came and he said to hinnaya: ""I entrusted 20 minas of silver to you."" Without those who know about it hinnaya informed him and said: ""Yes, you entrusted that to me.",train_split
GÚ AN.NA ku-nu-ki-a 32 TÚG.HI.A ŠÀ.BA 8 {TÚG}ku-ta-nu 4 ANŠE ṣa-al-mu 2 GÚ AN.NA li-wi-sú ù ANŠE a-ṣé-er a-šur-{d}UTU-ši ù hi-na-a šé-bi4-lá,"8 'talents' tin under my seal, 32 textiles, therein: 8 kutānum textiles, 4 black donkeys, 2 talents tin, its wrapping, and a donkey send to Aššur-šamšī and Ḫinnaya.",sentence_word_index
li-bi4 e im-ra-aṣ a-na da-da-a qí-bi-ma šu-ma lu-lá-am ù ar-za-lam lá i-da-na-ku-um da-na-at-kà qí-bi-šu-um,"Say to Dadaya: ""If he does not give you the antimony and the, state to him your harsh condition!""""",train_split
a-ba-ba ra-bi-ṣú-um ša É ša-lim-a-šur en-um-a-šur ù ṣí-li-a ša ki-ma a-la-hi-im a-na i-dí-a-šùr iṣ-ba-at-ni-a-tí-ma um-ma a-ba-ba ra-bi-ṣú-ma a-na i-dí-a-šùr-ma ṭup-pá-am ša a-limki ta-áš-me KÙ.BABBAR-ap ša-lim-a-šur ù-pá-ha-ar ù na-áš-pé-er-tám ša um-me-a-ni ša-lim-a-šur iš-tù ITU.KAM hu-bu-ur li-mì-im a-šur-ma-lik DUMU a-lá-hi-im ub-lá-kum ša 40 GÚ URUDU SIG5 ip-qí-du-ni-ku-ni tù-šé-ra-am ù a-na me-er-e ša-lim-a-šur la ta-tù-ar 40 GÚ URUDU SIG5 ša um-me-a-ni ša-lim-a-šur ta-pu-lu-ni a-na ma-lá na-áš-pè-er-tí-šu-nu iš-tù ITU.1.KAM hu-bu-ur li-mu-um a-šur-ma-lik DUMU a-lá-hi-im URUDU al-qé lá tù-na-ha-ni a-ma a-wi-lu a-ni-ú-tum lu i-de8-ú na-áš-pé-er-tám ša um-me-a-ni IGI a-ni-ú-tim ší-me-ma a-na me-er-e ša-lim-a-šur lá ta-tù-ar big_gap ma-lá ga-me-er a-wa-tí-ni big_gap i-na na-áš-pè-er-tí-šu-nu big_gap ú-ša-hi-it-kà i-dí-a-šur ra-bi4-ṣa-am ša É ša-lim-a-šur en-um-a-šur ù ṣí-li-a ša,"Ababa, the attorney of Šalim-Aššur's firm, Ennam-Aššur and Ṣilliya, Ali-ahum's representative, seized us against Iddin-Aššur and the attorney Ababa said to Iddin-Aššur: You have heard the tablet from the City. I collect Šalim-Aššur's silver; also, I brought you a missive from Šalim-Aššur's investors from the month, eponymy of Aššur-malik son of Ali-ahum, stating that you must release 40 talents of good copper that they entrusted to you, and you must not raise claim against Šalim-Aššur's sons. I have received the 40 talents of good copper about which you reached an agreement with Šalim-Aššur's investors, in accordance with their missive dated mont, eponymy Aššur-malik son of Ali-ahum. Do not obstruct me. Indeed, may these men know - listen to the missive from the investors before these witnesses, and do not raise claim against Šalim-Aššur's sons. big_gap as much as those who settled our case big_gap I have cleared you with their missive big_gap "" Iddin-Aššur answered the attorney of Šalim-Aššur's firm, Ennam-Aššur and Ṣilliya, Ali-ahum's representative, and Iddin-Aššur said: "" big_gap in big_gap of our case big_gap guarantors of Ennam-Aššur and Ali-ahum big_gap The investors of our father Šalim-Aššur who is dead big_gap a tablet of 40 talents of good copper big_gap of those who settled our case big_gap you will clear me with the investors of your father, Šalim-Aššur. The investors of your father are many. You have cleared me with Ikūnpīya, but many investors of your father remain, so clear me with your father's investors, and I shall raise no claim against you in accordance with those who settled our case. Today, not only have you cleared me, but you say: 'You are cleared! Do not raise claim against Šalim-Aššur's sons!' Now, you have raised a complaint against me and you have burdened me with a lot of expenses. Although I have taken nothing for my father's firm, you keep writing to me about lawsuits and expenditure. If any of the investors of your father raises claim, then I too will raise claim against you."" The Durhumit colony in plenary session gave us for these proceedings, and we gave our testimony before Aššur's dagger. Witnessed by Ennam-Aššur son of Ahiya, by Puzur-Ištar son of Iddin-Suen, by Ahiya son of Lalum.""",original_document
a-na-kam 1.3333300000000001 ma-na KÙ.BABBAR ša a-na mu-lá-e-i ša É sà-ba-sí-a ni-il5-qé-e-ú be-el qá-ta-tí-a ša iš-tí-a i-zi-zu-i-ni 5-šu-nu i-na-zu-mu-ú,"Here, as for the 1 1/3 mina of silver which we borrowed to supplement the amount of Sabasiya's house/firm, my guarantors, which assisted me, all five of them, are complaining.",sentence_word_index
2.5 ma-na ma-sí-am dam-qá-a a-bi a-ta be-lí a-ta šu-ma lá ku-a-tí,"My dear father and lord, if it were not for you I would have no father.",train_split
KIŠIB en-na-nim DUMU a-lá-bi4-im KIŠIB a-šùr-na-da DUMU ir-nu-id KIŠIB kà-ta-tim DUMU ma-la-ba KIŠIB nu-ur-dEN.ZU DUMU dMUŠ-mu-ta-bíl ša ša-lim-a-šùr ù i-dí-sú-in DUMU i-ba-a-a a-na a-wa-at ṭup-pí-im a-ni-im ni-iš a-limki it-mu-ú-ni-ma a-hu-um a-na a-hi-im la i-tù-ru,"Sealed by Ennānum son of Ali-abum, by Aššur-nādā son of Irnuid, by Katātum son of Malaba, by Nūr-Suen son of Nirah-muttabbil, by Iddin-Suen son of Ibaya. Concerning Šalim-Ašsur and Iddin-Suen son of Ibaya. They swore by the City concerning the words of this tablet, and no one must raise claim against the other.",original_document
i-ša-qal šu-ma i ma-la u4-me-šu lá iš-qú-ul 1.5 ma-na.TA i-na ITU.KAM a-na bi4-il5-tim ṣí-ib-tám,He will pay 3 months from the beginning of the month Bēlet-ekallim.,sentence_word_index
šu-ma u4-mu-ú e-mu-ú la ú-ṣí-a-am,If the weather is hot he must not leave.,train_split
ra-du-am ú-lá i-mu-a 1.5,He does not want to raise the money.,sentence_word_index
ni-iš a-limki i-tù-a-ar a-lúmki,"They are in the City Hall. Šu-Bēlum holds a certified tablet with the king's seal, stating that you must give him a lawsuit within one year.",train_split
mì-sà-ru-um šé-bu-ul-ta-kà na-áš-ú-ni-ku-um big_gap ha-gap-big_gapgap,Misarum brings your delivery to you.,sentence_word_index
e-ma-re sé-er-dam ú-šé-ri-ba-ni-ma a-ma-kam uš-té-bu-lu-ni lu wa-ší-ib kà-ri-im ú-šé-li-am GÍR ša a-šur šé-ṣí-a-ma,"If somebody protests, saying: I will go clear myself in Kanesh, still make him pay the silver and let him come here afterwards in order to clear accounts with us.",train_split
ṭup-pu-um ša IGI,Tablet from before Aššur's dagger.,train_split
um-ma a-šur-ma-lik-ma ù a-mur-IŠTAR a-na a-lá-hi-im qí-bi-ma a-na-kam sí-ki en-na-sú-in nu-kà-il5-ma um-ma šu-ut-ma a-lá-ak-ma i-na kà-ni-iš i re-iš ṭup-pì-a KÙ.BABBAR a-ša-qal-ma ṭup-pì ša hu-bu-li-a ú ša i-na-a ša qá-ta-tù-ni a-na-ku ṭup-pì-a ki-lá-le-en a-du-wa-ak um-ma né-nu-ma KÙ.BABBAR ku-nu-uk-ma a-na ṣé-er i-na-a ú a-lá-hi-im li-li-ik um-ma šu-ut-ma KÙ.BABBAR a-na-kam ú-lá i-šu a-lá-ak-ma i-na kà-ni-iš a-ša-qal um-ma né-nu-ma a-na kà-ni-iš xx-tí-ra-ni ša-zi-iz xxx DUMU lá-ta-ra-ak ú-ša-zi-iz i-na xxxx-ni-a-tí i-ša xxxxx ib na-ki xxxxxxx ma xxxxxx kà-šu-um xxxxxxx-um i-ša-qal xxxx ú-la na-pu-úṣ xxx IGI da-da-a DUMU dí-li-a ší-im TÚG.HI.A ma zi ri a a-dí 5 u4-me-e lu KÙ.BABBAR lu KÙ.GI nu-ša-da-ma iš-tí wa-ar-ki-ú-tim nu-šé-ba-lam,"From Aššur-malik and Amur-Ištar to Ali-ahum: We detained Enna-Suen here, and he said: I shall go and pay the silver in compliance with my tablet in Kanesh, and I shall annul the tablet concerning my debt and the one where Innaya is the guarantor - I shall personally do it with both my tablets."" We answered: ""Seal the silver and let it go to Innaya and Ali-ahum."" He said: ""I do not have the silver here. I shall go to Kanesh and pay."" We said: ""To Kanesh big_gap appoint an agent."" He appointed Latarak's son. big_gap he will pay. big_gap he has not been cleared big_gap Witnessed by Dadaya son of Diliya. We shall collect the price of the big_gap textiles, either silver or gold, in 5 days, and we shall send it with the very first transport.""",original_document
i-ta-al-kam KÙ.BABBAR 1 ma-na ù 2 ma-na SIG5- gap - gap i-ra-dí,"Damiq- big_gap will lead some one or two minas of silver. """,train_split
a-ma-kam ki-ma ta-le-e-ú a-wi-lam ša-zi-iz-ma KÙ.BABBAR ša-áš-qí-il5-ma a-na tár-ki-is-tim a-na ší-a-ma-tim pá-kà dí-in-šu-um,"There, as much as you are able, make the man stand up and cause him to pay, and give him your word in a bound agreement about the purchases.",sentence_word_index
ša 5 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er a-šùr-DU10 a-šur-SIPA i-šu-ú,Aššur-ṭāb owes Aššur-rēʾī 5 minas refined silver.,sentence_word_index
um-ma e-na-sú-in-ma a-na a-lá-hi-im qí-bi4-ma 11 GÚ URUDU ma-sí-um 10 ma-na URUDU ma-sí-um ku-nu-ki-a a-ha-ma um-mu-um i-na ŠÀ.BA i-šé-er-tám a-ta mì-ma a-nim ša DAM.GÀR a-na bur-sú-in i-zi-iz-mì-šar ù,"From Enna-Suen to Ali-ahum: 11 talents of washed copper, 10 minas of washed copper under my seal, also an - of that an - all this, belonging to the merchant, I entrusted to Būr-Suen, Iziz-mišar and big_gap and they lead it to you.",train_split
GÍN šu-a-num 1.5,1 shekel to? Šū-Anum.,sentence_word_index
a-šur-SIPA i-šu iš-tù ha-muš-tim ša ì-lí-a-lim ú ú-ṣú-ur-ša-a-šur ITU.KAM áb-ša-ra-ni li-mu-um bu-zu-zu 1 ma-na 5 GÍN KÙ.BABBAR a-na ša-na-at,Ennānum s. Azua owes Aššur-rēʾī 3 minas 15 shekels refined silver.,sentence_word_index
